PATIENT CELL GENE VALUE
MSK67 Cell_6851 KRAS 0
MSK67 Cell_6852 KRAS 0
MSK67 Cell_6853 KRAS 0
MSK67 Cell_6854 KRAS 0
MSK67 Cell_6855 KRAS 0
MSK67 Cell_6856 KRAS 0
MSK67 Cell_6857 KRAS 0
MSK67 Cell_6858 KRAS 0
MSK67 Cell_6859 KRAS 0
MSK67 Cell_6860 KRAS 0
MSK67 Cell_6861 KRAS 0
MSK67 Cell_6862 KRAS 0
MSK67 Cell_6863 KRAS 0
MSK67 Cell_6864 KRAS 0
MSK67 Cell_6865 KRAS 0
MSK67 Cell_6866 KRAS 0
MSK67 Cell_6867 KRAS 0
MSK67 Cell_6868 KRAS 0
MSK67 Cell_6869 KRAS 0
MSK67 Cell_6870 KRAS 0
MSK67 Cell_6871 KRAS 0
MSK67 Cell_6872 KRAS 0
MSK67 Cell_6873 KRAS 0
MSK67 Cell_6874 KRAS 1
MSK67 Cell_6875 KRAS 0
MSK67 Cell_6876 KRAS 0
MSK67 Cell_6877 KRAS 0
MSK67 Cell_6878 KRAS 0
MSK67 Cell_6879 KRAS 0
MSK67 Cell_6880 KRAS 1
MSK67 Cell_6881 KRAS 0
MSK67 Cell_6882 KRAS 0
MSK67 Cell_6883 KRAS 0
MSK67 Cell_6884 KRAS 1
MSK67 Cell_6885 KRAS 0
MSK67 Cell_6886 KRAS 0
MSK67 Cell_6887 KRAS 0
MSK67 Cell_6888 KRAS 0
MSK67 Cell_6889 KRAS 0
MSK67 Cell_6890 KRAS 0
MSK67 Cell_6891 KRAS 0
MSK67 Cell_6892 KRAS 0
MSK67 Cell_6893 KRAS 0
MSK67 Cell_6894 KRAS 0
MSK67 Cell_6895 KRAS 0
MSK67 Cell_6896 KRAS 0
MSK67 Cell_6897 KRAS 0
MSK67 Cell_6898 KRAS 0
MSK67 Cell_6899 KRAS 0
MSK67 Cell_6900 KRAS 0
MSK67 Cell_6901 KRAS 0
MSK67 Cell_6902 KRAS 0
MSK67 Cell_6903 KRAS 0
MSK67 Cell_6904 KRAS 0
MSK67 Cell_6905 KRAS 0
MSK67 Cell_6906 KRAS 0
MSK67 Cell_6907 KRAS 0
MSK67 Cell_6908 KRAS 0
MSK67 Cell_6909 KRAS 0
MSK67 Cell_6910 KRAS 0
MSK67 Cell_6911 KRAS 0
MSK67 Cell_6912 KRAS 0
MSK67 Cell_6913 KRAS 0
MSK67 Cell_6914 KRAS 0
MSK67 Cell_6915 KRAS 0
MSK67 Cell_6916 KRAS 0
MSK67 Cell_6917 KRAS 0
MSK67 Cell_6918 KRAS 0
MSK67 Cell_6919 KRAS 0
MSK67 Cell_6920 KRAS 0
MSK67 Cell_6921 KRAS 0
MSK67 Cell_6922 KRAS 0
MSK67 Cell_6923 KRAS 0
MSK67 Cell_6924 KRAS 0
MSK67 Cell_6925 KRAS 0
MSK67 Cell_6926 KRAS 0
MSK67 Cell_6927 KRAS 0
MSK67 Cell_6928 KRAS 0
MSK67 Cell_6929 KRAS 0
MSK67 Cell_6930 KRAS 0
MSK67 Cell_6931 KRAS 0
MSK67 Cell_6932 KRAS 0
MSK67 Cell_6933 KRAS 0
MSK67 Cell_6934 KRAS 0
MSK67 Cell_6935 KRAS 0
MSK67 Cell_6936 KRAS 0
MSK67 Cell_6937 KRAS 0
MSK67 Cell_6938 KRAS 0
MSK67 Cell_6939 KRAS 0
MSK67 Cell_6940 KRAS 0
MSK67 Cell_6941 KRAS 0
MSK67 Cell_6942 KRAS 0
MSK67 Cell_6943 KRAS 0
MSK67 Cell_6944 KRAS 1
MSK67 Cell_6945 KRAS 0
MSK67 Cell_6946 KRAS 0
MSK67 Cell_6947 KRAS 0
MSK67 Cell_6948 KRAS 0
MSK67 Cell_6949 KRAS 0
MSK67 Cell_6950 KRAS 0
MSK67 Cell_6951 KRAS 0
MSK67 Cell_6952 KRAS 0
MSK67 Cell_6953 KRAS 0
MSK67 Cell_6954 KRAS 0
MSK67 Cell_6955 KRAS 1
MSK67 Cell_6956 KRAS 1
MSK67 Cell_6957 KRAS 0
MSK67 Cell_6958 KRAS 0
MSK67 Cell_6959 KRAS 0
MSK67 Cell_6960 KRAS 0
MSK67 Cell_6961 KRAS 0
MSK67 Cell_6962 KRAS 0
MSK67 Cell_6963 KRAS 0
MSK67 Cell_6964 KRAS 0
MSK67 Cell_6965 KRAS 0
MSK67 Cell_6966 KRAS 0
MSK67 Cell_6967 KRAS 0
MSK67 Cell_6968 KRAS 0
MSK67 Cell_6969 KRAS 0
MSK67 Cell_6970 KRAS 0
MSK67 Cell_6971 KRAS 0
MSK67 Cell_6972 KRAS 0
MSK67 Cell_6973 KRAS 0
MSK67 Cell_6974 KRAS 0
MSK67 Cell_6975 KRAS 0
MSK67 Cell_6976 KRAS 0
MSK67 Cell_6977 KRAS 0
MSK67 Cell_6978 KRAS 0
MSK67 Cell_6979 KRAS 0
MSK67 Cell_6980 KRAS 0
MSK67 Cell_6981 KRAS 0
MSK67 Cell_6982 KRAS 0
MSK67 Cell_6983 KRAS 0
MSK67 Cell_6984 KRAS 0
MSK67 Cell_6985 KRAS 0
MSK67 Cell_6986 KRAS 0
MSK67 Cell_6987 KRAS 0
MSK67 Cell_6988 KRAS 0
MSK67 Cell_6989 KRAS 0
MSK67 Cell_6990 KRAS 0
MSK67 Cell_6991 KRAS 0
MSK67 Cell_6992 KRAS 0
MSK67 Cell_6993 KRAS 0
MSK67 Cell_6994 KRAS 0
MSK67 Cell_6995 KRAS 0
MSK67 Cell_6996 KRAS 0
MSK67 Cell_6997 KRAS 0
MSK67 Cell_6998 KRAS 0
MSK67 Cell_6999 KRAS 0
MSK67 Cell_7000 KRAS 0
MSK67 Cell_7001 KRAS 0
MSK67 Cell_7002 KRAS 0
MSK67 Cell_7003 KRAS 0
MSK67 Cell_7004 KRAS 0
MSK67 Cell_7005 KRAS 0
MSK67 Cell_7006 KRAS 0
MSK67 Cell_7007 KRAS 0
MSK67 Cell_7008 KRAS 0
MSK67 Cell_7009 KRAS 0
MSK67 Cell_7010 KRAS 0
MSK67 Cell_7011 KRAS 0
MSK67 Cell_7012 KRAS 0
MSK67 Cell_7013 KRAS 0
MSK67 Cell_7014 KRAS 0
MSK67 Cell_7015 KRAS 0
MSK67 Cell_7016 KRAS 0
MSK67 Cell_7017 KRAS 0
MSK67 Cell_7018 KRAS 0
MSK67 Cell_7019 KRAS 0
MSK67 Cell_7020 KRAS 0
MSK67 Cell_7021 KRAS 0
MSK67 Cell_7022 KRAS 0
MSK67 Cell_7023 KRAS 0
MSK67 Cell_7024 KRAS 0
MSK67 Cell_7025 KRAS 0
MSK67 Cell_7026 KRAS 0
MSK67 Cell_7027 KRAS 0
MSK67 Cell_7028 KRAS 0
MSK67 Cell_7029 KRAS 0
MSK67 Cell_7030 KRAS 0
MSK67 Cell_7031 KRAS 0
MSK67 Cell_7032 KRAS 0
MSK67 Cell_7033 KRAS 0
MSK67 Cell_7034 KRAS 0
MSK67 Cell_7035 KRAS 0
MSK67 Cell_7036 KRAS 0
MSK67 Cell_7037 KRAS 0
MSK67 Cell_7038 KRAS 0
MSK67 Cell_7039 KRAS 0
MSK67 Cell_7040 KRAS 0
MSK67 Cell_7041 KRAS 0
MSK67 Cell_7042 KRAS 0
MSK67 Cell_7043 KRAS 0
MSK67 Cell_7044 KRAS 0
MSK67 Cell_7045 KRAS 0
MSK67 Cell_7046 KRAS 0
MSK67 Cell_7047 KRAS 0
MSK67 Cell_7048 KRAS 0
MSK67 Cell_7049 KRAS 0
MSK67 Cell_7050 KRAS 0
MSK67 Cell_7051 KRAS 0
MSK67 Cell_7052 KRAS 0
MSK67 Cell_7053 KRAS 0
MSK67 Cell_7054 KRAS 0
MSK67 Cell_7055 KRAS 0
MSK67 Cell_7056 KRAS 0
MSK67 Cell_7057 KRAS 0
MSK67 Cell_7058 KRAS 0
MSK67 Cell_7059 KRAS 0
MSK67 Cell_7060 KRAS 0
MSK67 Cell_7061 KRAS 1
MSK67 Cell_7062 KRAS 0
MSK67 Cell_7063 KRAS 0
MSK67 Cell_7064 KRAS 0
MSK67 Cell_7065 KRAS 0
MSK67 Cell_7066 KRAS 0
MSK67 Cell_7067 KRAS 0
MSK67 Cell_7068 KRAS 0
MSK67 Cell_7069 KRAS 0
MSK67 Cell_7070 KRAS 0
MSK67 Cell_7071 KRAS 0
MSK67 Cell_7072 KRAS 0
MSK67 Cell_7073 KRAS 0
MSK67 Cell_7074 KRAS 0
MSK67 Cell_7075 KRAS 0
MSK67 Cell_7076 KRAS 0
MSK67 Cell_7077 KRAS 1
MSK67 Cell_7078 KRAS 0
MSK67 Cell_7079 KRAS 0
MSK67 Cell_7080 KRAS 0
MSK67 Cell_7081 KRAS 1
MSK67 Cell_7082 KRAS 0
MSK67 Cell_7083 KRAS 0
MSK67 Cell_7084 KRAS 0
MSK67 Cell_7085 KRAS 0
MSK67 Cell_7086 KRAS 0
MSK67 Cell_7087 KRAS 0
MSK67 Cell_7088 KRAS 0
MSK67 Cell_7089 KRAS 0
MSK67 Cell_7090 KRAS 0
MSK67 Cell_7091 KRAS 0
MSK67 Cell_7092 KRAS 0
MSK67 Cell_7093 KRAS 0
MSK67 Cell_7094 KRAS 0
MSK67 Cell_7095 KRAS 0
MSK67 Cell_7096 KRAS 0
MSK67 Cell_7097 KRAS 0
MSK67 Cell_7098 KRAS 0
MSK67 Cell_7099 KRAS 0
MSK67 Cell_7100 KRAS 0
MSK67 Cell_7101 KRAS 0
MSK67 Cell_7102 KRAS 1
MSK67 Cell_7103 KRAS 0
MSK67 Cell_7104 KRAS 0
MSK67 Cell_7105 KRAS 0
MSK67 Cell_7106 KRAS 0
MSK67 Cell_7107 KRAS 0
MSK67 Cell_7108 KRAS 0
MSK67 Cell_7109 KRAS 0
MSK67 Cell_7110 KRAS 0
MSK67 Cell_7111 KRAS 0
MSK67 Cell_7112 KRAS 0
MSK67 Cell_7113 KRAS 0
MSK67 Cell_7114 KRAS 0
MSK67 Cell_7115 KRAS 0
MSK67 Cell_7116 KRAS 0
MSK67 Cell_7117 KRAS 0
MSK67 Cell_7118 KRAS 0
MSK67 Cell_7119 KRAS 0
MSK67 Cell_7120 KRAS 0
MSK67 Cell_7121 KRAS 0
MSK67 Cell_7122 KRAS 0
MSK67 Cell_7123 KRAS 0
MSK67 Cell_7124 KRAS 0
MSK67 Cell_7125 KRAS 0
MSK67 Cell_7126 KRAS 0
MSK67 Cell_7127 KRAS 0
MSK67 Cell_7128 KRAS 0
MSK67 Cell_7129 KRAS 0
MSK67 Cell_7130 KRAS 0
MSK67 Cell_7131 KRAS 0
MSK67 Cell_7132 KRAS 0
MSK67 Cell_7133 KRAS 0
MSK67 Cell_7134 KRAS 0
MSK67 Cell_7135 KRAS 0
MSK67 Cell_7136 KRAS 0
MSK67 Cell_7137 KRAS 0
MSK67 Cell_7138 KRAS 0
MSK67 Cell_7139 KRAS 0
MSK67 Cell_7140 KRAS 0
MSK67 Cell_7141 KRAS 0
MSK67 Cell_7142 KRAS 0
MSK67 Cell_7143 KRAS 0
MSK67 Cell_7144 KRAS 0
MSK67 Cell_7145 KRAS 0
MSK67 Cell_7146 KRAS 0
MSK67 Cell_7147 KRAS 0
MSK67 Cell_7148 KRAS 0
MSK67 Cell_7149 KRAS 0
MSK67 Cell_7150 KRAS 0
MSK67 Cell_7151 KRAS 0
MSK67 Cell_7152 KRAS 0
MSK67 Cell_7153 KRAS 0
MSK67 Cell_7154 KRAS 0
MSK67 Cell_7155 KRAS 0
MSK67 Cell_7156 KRAS 1
MSK67 Cell_7157 KRAS 0
MSK67 Cell_7158 KRAS 0
MSK67 Cell_7159 KRAS 0
MSK67 Cell_7160 KRAS 0
MSK67 Cell_7161 KRAS 0
MSK67 Cell_7162 KRAS 0
MSK67 Cell_7163 KRAS 0
MSK67 Cell_7164 KRAS 0
MSK67 Cell_7165 KRAS 0
MSK67 Cell_7166 KRAS 0
MSK67 Cell_7167 KRAS 0
MSK67 Cell_7168 KRAS 0
MSK67 Cell_7169 KRAS 0
MSK67 Cell_7170 KRAS 0
MSK67 Cell_7171 KRAS 0
MSK67 Cell_7172 KRAS 0
MSK67 Cell_7173 KRAS 0
MSK67 Cell_7174 KRAS 0
MSK67 Cell_7175 KRAS 0
MSK67 Cell_7176 KRAS 0
MSK67 Cell_7177 KRAS 0
MSK67 Cell_7178 KRAS 0
MSK67 Cell_7179 KRAS 0
MSK67 Cell_7180 KRAS 0
MSK67 Cell_7181 KRAS 0
MSK67 Cell_7182 KRAS 0
MSK67 Cell_7183 KRAS 0
MSK67 Cell_7184 KRAS 0
MSK67 Cell_7185 KRAS 0
MSK67 Cell_7186 KRAS 0
MSK67 Cell_7187 KRAS 0
MSK67 Cell_7188 KRAS 0
MSK67 Cell_7189 KRAS 0
MSK67 Cell_7190 KRAS 0
MSK67 Cell_7191 KRAS 0
MSK67 Cell_7192 KRAS 0
MSK67 Cell_7193 KRAS 0
MSK67 Cell_7194 KRAS 0
MSK67 Cell_7195 KRAS 0
MSK67 Cell_7196 KRAS 0
MSK67 Cell_7197 KRAS 0
MSK67 Cell_7198 KRAS 0
MSK67 Cell_7199 KRAS 0
MSK67 Cell_7200 KRAS 0
MSK67 Cell_7201 KRAS 0
MSK67 Cell_7202 KRAS 0
MSK67 Cell_7203 KRAS 0
MSK67 Cell_7204 KRAS 0
MSK67 Cell_7205 KRAS 0
MSK67 Cell_7206 KRAS 0
MSK67 Cell_7207 KRAS 0
MSK67 Cell_7208 KRAS 1
MSK67 Cell_7209 KRAS 0
MSK67 Cell_7210 KRAS 0
MSK67 Cell_7211 KRAS 0
MSK67 Cell_7212 KRAS 0
MSK67 Cell_7213 KRAS 0
MSK67 Cell_7214 KRAS 0
MSK67 Cell_7215 KRAS 0
MSK67 Cell_7216 KRAS 0
MSK67 Cell_7217 KRAS 0
MSK67 Cell_7218 KRAS 0
MSK67 Cell_7219 KRAS 0
MSK67 Cell_7220 KRAS 0
MSK67 Cell_7221 KRAS 0
MSK67 Cell_7222 KRAS 0
MSK67 Cell_7223 KRAS 0
MSK67 Cell_7224 KRAS 0
MSK67 Cell_7225 KRAS 0
MSK67 Cell_7226 KRAS 0
MSK67 Cell_7227 KRAS 0
MSK67 Cell_7228 KRAS 0
MSK67 Cell_7229 KRAS 0
MSK67 Cell_7230 KRAS 0
MSK67 Cell_7231 KRAS 0
MSK67 Cell_7232 KRAS 0
MSK67 Cell_7233 KRAS 0
MSK67 Cell_7234 KRAS 0
MSK67 Cell_7235 KRAS 0
MSK67 Cell_7236 KRAS 0
MSK67 Cell_7237 KRAS 1
MSK67 Cell_7238 KRAS 1
MSK67 Cell_7239 KRAS 0
MSK67 Cell_7240 KRAS 0
MSK67 Cell_7241 KRAS 0
MSK67 Cell_7242 KRAS 0
MSK67 Cell_7243 KRAS 0
MSK67 Cell_7244 KRAS 0
MSK67 Cell_7245 KRAS 0
MSK67 Cell_7246 KRAS 0
MSK67 Cell_7247 KRAS 0
MSK67 Cell_7248 KRAS 0
MSK67 Cell_7249 KRAS 0
MSK67 Cell_7250 KRAS 0
MSK67 Cell_7251 KRAS 0
MSK67 Cell_7252 KRAS 0
MSK67 Cell_7253 KRAS 0
MSK67 Cell_7254 KRAS 0
MSK67 Cell_7255 KRAS 0
MSK67 Cell_7256 KRAS 0
MSK67 Cell_7257 KRAS 0
MSK67 Cell_7258 KRAS 0
MSK67 Cell_7259 KRAS 0
MSK67 Cell_7260 KRAS 0
MSK67 Cell_7261 KRAS 0
MSK67 Cell_7262 KRAS 0
MSK67 Cell_7263 KRAS 0
MSK67 Cell_7264 KRAS 0
MSK67 Cell_7265 KRAS 1
MSK67 Cell_7266 KRAS 0
MSK67 Cell_7267 KRAS 0
MSK67 Cell_7268 KRAS 0
MSK67 Cell_7269 KRAS 0
MSK67 Cell_7270 KRAS 0
MSK67 Cell_7271 KRAS 0
MSK67 Cell_7272 KRAS 0
MSK67 Cell_7273 KRAS 0
MSK67 Cell_7274 KRAS 0
MSK67 Cell_7275 KRAS 0
MSK67 Cell_7276 KRAS 0
MSK67 Cell_7277 KRAS 0
MSK67 Cell_7278 KRAS 0
MSK67 Cell_7279 KRAS 0
MSK67 Cell_7280 KRAS 0
MSK67 Cell_7281 KRAS 0
MSK67 Cell_7282 KRAS 0
MSK67 Cell_7283 KRAS 0
MSK67 Cell_7284 KRAS 0
MSK67 Cell_7285 KRAS 0
MSK67 Cell_7286 KRAS 1
MSK67 Cell_7287 KRAS 0
MSK67 Cell_7288 KRAS 0
MSK67 Cell_7289 KRAS 0
MSK67 Cell_7290 KRAS 0
MSK67 Cell_7291 KRAS 1
MSK67 Cell_7292 KRAS 0
MSK67 Cell_7293 KRAS 0
MSK67 Cell_7294 KRAS 0
MSK67 Cell_7295 KRAS 0
MSK67 Cell_7296 KRAS 0
MSK67 Cell_7297 KRAS 0
MSK67 Cell_7298 KRAS 0
MSK67 Cell_7299 KRAS 0
MSK67 Cell_7300 KRAS 0
MSK67 Cell_7301 KRAS 0
MSK67 Cell_7302 KRAS 0
MSK67 Cell_7303 KRAS 0
MSK67 Cell_7304 KRAS 0
MSK67 Cell_7305 KRAS 0
MSK67 Cell_7306 KRAS 0
MSK67 Cell_7307 KRAS 0
MSK67 Cell_7308 KRAS 0
MSK67 Cell_7309 KRAS 0
MSK67 Cell_7310 KRAS 0
MSK67 Cell_7311 KRAS 0
MSK67 Cell_7312 KRAS 0
MSK67 Cell_7313 KRAS 0
MSK67 Cell_7314 KRAS 0
MSK67 Cell_7315 KRAS 0
MSK67 Cell_7316 KRAS 0
MSK67 Cell_7317 KRAS 0
MSK67 Cell_7318 KRAS 0
MSK67 Cell_7319 KRAS 0
MSK67 Cell_7320 KRAS 0
MSK67 Cell_7321 KRAS 0
MSK67 Cell_7322 KRAS 0
MSK67 Cell_7323 KRAS 0
MSK67 Cell_7324 KRAS 0
MSK67 Cell_7325 KRAS 0
MSK67 Cell_7326 KRAS 1
MSK67 Cell_7327 KRAS 0
MSK67 Cell_7328 KRAS 0
MSK67 Cell_7329 KRAS 0
MSK67 Cell_7330 KRAS 0
MSK67 Cell_7331 KRAS 0
MSK67 Cell_7332 KRAS 0
MSK67 Cell_7333 KRAS 0
MSK67 Cell_7334 KRAS 1
MSK67 Cell_7335 KRAS 0
MSK67 Cell_7336 KRAS 1
MSK67 Cell_7337 KRAS 0
MSK67 Cell_7338 KRAS 0
MSK67 Cell_7339 KRAS 0
MSK67 Cell_7340 KRAS 0
MSK67 Cell_7341 KRAS 1
MSK67 Cell_7342 KRAS 0
MSK67 Cell_7343 KRAS 0
MSK67 Cell_7344 KRAS 0
MSK67 Cell_7345 KRAS 0
MSK67 Cell_7346 KRAS 0
MSK67 Cell_7347 KRAS 0
MSK67 Cell_7348 KRAS 0
MSK67 Cell_7349 KRAS 0
MSK67 Cell_7350 KRAS 0
MSK67 Cell_7351 KRAS 0
MSK67 Cell_7352 KRAS 0
MSK67 Cell_7353 KRAS 0
MSK67 Cell_7354 KRAS 0
MSK67 Cell_7355 KRAS 0
MSK67 Cell_7356 KRAS 0
MSK67 Cell_7357 KRAS 1
MSK67 Cell_7358 KRAS 0
MSK67 Cell_7359 KRAS 0
MSK67 Cell_7360 KRAS 0
MSK67 Cell_7361 KRAS 0
MSK67 Cell_7362 KRAS 0
MSK67 Cell_7363 KRAS 0
MSK67 Cell_7364 KRAS 0
MSK67 Cell_7365 KRAS 0
MSK67 Cell_7366 KRAS 0
MSK67 Cell_7367 KRAS 0
MSK67 Cell_7368 KRAS 0
MSK67 Cell_7369 KRAS 0
MSK67 Cell_7370 KRAS 0
MSK67 Cell_7371 KRAS 1
MSK67 Cell_7372 KRAS 0
MSK67 Cell_7373 KRAS 0
MSK67 Cell_7374 KRAS 0
MSK67 Cell_7375 KRAS 0
MSK67 Cell_7376 KRAS 0
MSK67 Cell_7377 KRAS 0
MSK67 Cell_1 NPM1 0
MSK67 Cell_2 NPM1 1
MSK67 Cell_3 NPM1 0
MSK67 Cell_4 NPM1 0
MSK67 Cell_5 NPM1 0
MSK67 Cell_6 NPM1 1
MSK67 Cell_7 NPM1 1
MSK67 Cell_8 NPM1 1
MSK67 Cell_9 NPM1 1
MSK67 Cell_10 NPM1 1
MSK67 Cell_11 NPM1 1
MSK67 Cell_12 NPM1 0
MSK67 Cell_13 NPM1 1
MSK67 Cell_14 NPM1 1
MSK67 Cell_15 NPM1 1
MSK67 Cell_16 NPM1 0
MSK67 Cell_17 NPM1 0
MSK67 Cell_18 NPM1 1
MSK67 Cell_19 NPM1 1
MSK67 Cell_20 NPM1 1
MSK67 Cell_21 NPM1 1
MSK67 Cell_22 NPM1 1
MSK67 Cell_23 NPM1 0
MSK67 Cell_24 NPM1 0
MSK67 Cell_25 NPM1 1
MSK67 Cell_26 NPM1 0
MSK67 Cell_27 NPM1 1
MSK67 Cell_28 NPM1 1
MSK67 Cell_29 NPM1 1
MSK67 Cell_30 NPM1 0
MSK67 Cell_31 NPM1 0
MSK67 Cell_32 NPM1 1
MSK67 Cell_33 NPM1 0
MSK67 Cell_34 NPM1 0
MSK67 Cell_35 NPM1 1
MSK67 Cell_36 NPM1 1
MSK67 Cell_37 NPM1 0
MSK67 Cell_38 NPM1 1
MSK67 Cell_39 NPM1 1
MSK67 Cell_40 NPM1 1
MSK67 Cell_41 NPM1 0
MSK67 Cell_42 NPM1 1
MSK67 Cell_43 NPM1 1
MSK67 Cell_44 NPM1 0
MSK67 Cell_45 NPM1 1
MSK67 Cell_46 NPM1 1
MSK67 Cell_47 NPM1 1
MSK67 Cell_48 NPM1 1
MSK67 Cell_49 NPM1 1
MSK67 Cell_50 NPM1 1
MSK67 Cell_51 NPM1 1
MSK67 Cell_52 NPM1 0
MSK67 Cell_53 NPM1 0
MSK67 Cell_54 NPM1 0
MSK67 Cell_55 NPM1 1
MSK67 Cell_56 NPM1 1
MSK67 Cell_57 NPM1 1
MSK67 Cell_58 NPM1 1
MSK67 Cell_59 NPM1 0
MSK67 Cell_60 NPM1 0
MSK67 Cell_61 NPM1 0
MSK67 Cell_62 NPM1 1
MSK67 Cell_63 NPM1 1
MSK67 Cell_64 NPM1 1
MSK67 Cell_65 NPM1 1
MSK67 Cell_66 NPM1 0
MSK67 Cell_67 NPM1 1
MSK67 Cell_68 NPM1 1
MSK67 Cell_69 NPM1 0
MSK67 Cell_70 NPM1 1
MSK67 Cell_71 NPM1 1
MSK67 Cell_72 NPM1 0
MSK67 Cell_73 NPM1 1
MSK67 Cell_74 NPM1 1
MSK67 Cell_75 NPM1 1
MSK67 Cell_76 NPM1 1
MSK67 Cell_77 NPM1 1
MSK67 Cell_78 NPM1 1
MSK67 Cell_79 NPM1 1
MSK67 Cell_80 NPM1 1
MSK67 Cell_81 NPM1 1
MSK67 Cell_82 NPM1 0
MSK67 Cell_83 NPM1 1
MSK67 Cell_84 NPM1 1
MSK67 Cell_85 NPM1 1
MSK67 Cell_86 NPM1 0
MSK67 Cell_87 NPM1 1
MSK67 Cell_88 NPM1 1
MSK67 Cell_89 NPM1 1
MSK67 Cell_90 NPM1 1
MSK67 Cell_91 NPM1 1
MSK67 Cell_92 NPM1 0
MSK67 Cell_93 NPM1 1
MSK67 Cell_94 NPM1 1
MSK67 Cell_95 NPM1 1
MSK67 Cell_96 NPM1 1
MSK67 Cell_97 NPM1 1
MSK67 Cell_98 NPM1 1
MSK67 Cell_99 NPM1 1
MSK67 Cell_100 NPM1 1
MSK67 Cell_101 NPM1 0
MSK67 Cell_102 NPM1 1
MSK67 Cell_103 NPM1 1
MSK67 Cell_104 NPM1 1
MSK67 Cell_105 NPM1 1
MSK67 Cell_106 NPM1 0
MSK67 Cell_107 NPM1 0
MSK67 Cell_108 NPM1 1
MSK67 Cell_109 NPM1 1
MSK67 Cell_110 NPM1 1
MSK67 Cell_111 NPM1 0
MSK67 Cell_112 NPM1 1
MSK67 Cell_113 NPM1 1
MSK67 Cell_114 NPM1 1
MSK67 Cell_115 NPM1 0
MSK67 Cell_116 NPM1 0
MSK67 Cell_117 NPM1 1
MSK67 Cell_118 NPM1 1
MSK67 Cell_119 NPM1 0
MSK67 Cell_120 NPM1 1
MSK67 Cell_121 NPM1 1
MSK67 Cell_122 NPM1 1
MSK67 Cell_123 NPM1 0
MSK67 Cell_124 NPM1 1
MSK67 Cell_125 NPM1 0
MSK67 Cell_126 NPM1 0
MSK67 Cell_127 NPM1 0
MSK67 Cell_128 NPM1 1
MSK67 Cell_129 NPM1 0
MSK67 Cell_130 NPM1 1
MSK67 Cell_131 NPM1 0
MSK67 Cell_132 NPM1 1
MSK67 Cell_133 NPM1 1
MSK67 Cell_134 NPM1 1
MSK67 Cell_135 NPM1 1
MSK67 Cell_136 NPM1 1
MSK67 Cell_137 NPM1 1
MSK67 Cell_138 NPM1 1
MSK67 Cell_139 NPM1 1
MSK67 Cell_140 NPM1 0
MSK67 Cell_141 NPM1 1
MSK67 Cell_142 NPM1 1
MSK67 Cell_143 NPM1 1
MSK67 Cell_144 NPM1 1
MSK67 Cell_145 NPM1 1
MSK67 Cell_146 NPM1 0
MSK67 Cell_147 NPM1 0
MSK67 Cell_148 NPM1 0
MSK67 Cell_149 NPM1 1
MSK67 Cell_150 NPM1 0
MSK67 Cell_151 NPM1 0
MSK67 Cell_152 NPM1 1
MSK67 Cell_153 NPM1 0
MSK67 Cell_154 NPM1 0
MSK67 Cell_155 NPM1 0
MSK67 Cell_156 NPM1 1
MSK67 Cell_157 NPM1 1
MSK67 Cell_158 NPM1 0
MSK67 Cell_159 NPM1 1
MSK67 Cell_160 NPM1 0
MSK67 Cell_161 NPM1 1
MSK67 Cell_162 NPM1 0
MSK67 Cell_163 NPM1 1
MSK67 Cell_164 NPM1 1
MSK67 Cell_165 NPM1 1
MSK67 Cell_166 NPM1 1
MSK67 Cell_167 NPM1 1
MSK67 Cell_168 NPM1 1
MSK67 Cell_169 NPM1 1
MSK67 Cell_170 NPM1 1
MSK67 Cell_171 NPM1 1
MSK67 Cell_172 NPM1 0
MSK67 Cell_173 NPM1 0
MSK67 Cell_174 NPM1 1
MSK67 Cell_175 NPM1 1
MSK67 Cell_176 NPM1 1
MSK67 Cell_177 NPM1 0
MSK67 Cell_178 NPM1 0
MSK67 Cell_179 NPM1 1
MSK67 Cell_180 NPM1 0
MSK67 Cell_181 NPM1 1
MSK67 Cell_182 NPM1 0
MSK67 Cell_183 NPM1 0
MSK67 Cell_184 NPM1 0
MSK67 Cell_185 NPM1 1
MSK67 Cell_186 NPM1 1
MSK67 Cell_187 NPM1 0
MSK67 Cell_188 NPM1 1
MSK67 Cell_189 NPM1 0
MSK67 Cell_190 NPM1 1
MSK67 Cell_191 NPM1 1
MSK67 Cell_192 NPM1 0
MSK67 Cell_193 NPM1 1
MSK67 Cell_194 NPM1 1
MSK67 Cell_195 NPM1 1
MSK67 Cell_196 NPM1 0
MSK67 Cell_197 NPM1 1
MSK67 Cell_198 NPM1 1
MSK67 Cell_199 NPM1 1
MSK67 Cell_200 NPM1 1
MSK67 Cell_201 NPM1 0
MSK67 Cell_202 NPM1 1
MSK67 Cell_203 NPM1 1
MSK67 Cell_204 NPM1 1
MSK67 Cell_205 NPM1 1
MSK67 Cell_206 NPM1 0
MSK67 Cell_207 NPM1 1
MSK67 Cell_208 NPM1 1
MSK67 Cell_209 NPM1 0
MSK67 Cell_210 NPM1 1
MSK67 Cell_211 NPM1 1
MSK67 Cell_212 NPM1 0
MSK67 Cell_213 NPM1 0
MSK67 Cell_214 NPM1 0
MSK67 Cell_215 NPM1 1
MSK67 Cell_216 NPM1 0
MSK67 Cell_217 NPM1 1
MSK67 Cell_218 NPM1 1
MSK67 Cell_219 NPM1 1
MSK67 Cell_220 NPM1 1
